what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.datatools.enablement.sybase,1.0.1.v200805310538,org.eclipse.datatools.enablement.sybase,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.db.derby,1.0.0.v200805152355,org.eclipse.datatools.sqltools.db.derby,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v200808140643,org.eclipse.datatools.sqltools.db.generic,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.tablewizard,1.0.0.v200808140615,org.eclipse.datatools.sqltools.tablewizard,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.0.v200808140615,org.eclipse.datatools.sqltools.ddlgen.ui,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor,1.0.0.v200807211830,org.eclipse.datatools.sqltools.routineeditor,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.0.v200808271350,org.eclipse.datatools.sqltools.sqlbuilder,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200808271350,org.eclipse.datatools.sqltools.sqlscrapbook,1361975624913
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.0.v200808271350,org.eclipse.datatools.sqltools.sqleditor,1361975624913
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.0.0.v200806050000,org.eclipse.jpt.eclipselink.core,1361975624913
stopped,bundle,org.eclipse.jpt.core,2.0.101.v200809020200,org.eclipse.jpt.core,1361975624913
stopped,bundle,org.eclipse.jpt.db,1.1.2.v200809112059,org.eclipse.jpt.db,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.editor.core,1.0.0.v200808271350,org.eclipse.datatools.sqltools.editor.core,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v200807211830,org.eclipse.datatools.sqltools.plan,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.1.0.v200808260630,org.eclipse.datatools.sqltools.data.ui,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.0.v200808300730,org.eclipse.datatools.sqltools.tabledataeditor,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.result,1.0.0.v200808271350,org.eclipse.datatools.sqltools.result,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.0.v200807211830,org.eclipse.datatools.sqltools.common.ui,1361975624984
stopped,bundle,org.eclipse.datatools.sqltools.sql,1.0.0.v200808140615,org.eclipse.datatools.sqltools.sql,1361975624994
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1361975624994
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.0.101.v20080730,org.eclipse.wst.server.preview.adapter,1361975624994
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.100.v200805140145,org.eclipse.wst.server.http.ui,1361975624994
stopped,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1361975624994
stopped,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1361975624994
stopped,bundle,org.eclipse.mylyn.commons.ui,3.1.0.v20090315-1500-e3x,org.eclipse.mylyn.commons.ui,1361975624994
